consolidated_cleaned_research_request,fy_fq_requests_removed,missing_quarter_requests_removed,new_fact_count,new_wave,old_fact_count,old_wave,remaining_facts,source_semantics_requests_removed,structural_review_still_required,ticker
"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",0,1,4,P3_LATEST8Q,5,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,CVX
Research official issuer sources for FY2024 Q3. Verify missing quarter existence/source evidence. Do not research other fields.,0,0,1,P3_LATEST8Q,1,P3_LATEST8Q,MISSING_QUARTER_EXISTENCE,0,YES,CWCO
Research official issuer sources for FY2024 Q2. Verify Shares Outstanding. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Shares Outstanding. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify EBIT. Do not research other fields.,0,2,3,P3_LATEST8Q,5,P3_LATEST8Q,EBIT_DIRECT|SHARES_OUTSTANDING,0,NO,CWEN
Research official issuer sources for FY2024 Q2. Verify Shares Outstanding. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Shares Outstanding. Do not research other fields.,0,1,2,P3_LATEST8Q,3,P3_LATEST8Q,SHARES_OUTSTANDING,0,NO,CWH
"Research official issuer sources for FY2025 Q3. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2023 Q4. Verify missing quarter existence/source evidence, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q4. Verify missing quarter existence/source evidence. Do not research other fields.",0,0,4,P2_LATEST4Q,4,P2_LATEST4Q,FIRST_PUBLIC_PUBLISH_DATE|MISSING_QUARTER_EXISTENCE|TOTAL_DEBT,0,YES,CWST
"Research official issuer sources for FY2024 Q4. Verify EBIT, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify EBIT, source semantics confirmation, Total Debt. Do not research other fields.",0,0,6,P3_LATEST8Q,6,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,CXDO
Research official issuer sources for FY2025 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q3. Verify Total Debt. Do not research other fields.,0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,TOTAL_DEBT,0,YES,CXM
"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, FCF, source semantics confirmation. Do not research other fields.",0,2,6,P3_LATEST8Q,8,P3_LATEST8Q,CAPEX_FOR_FCF|FCF_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,CXT
"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",0,1,4,P3_LATEST8Q,5,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,CXW
"Research official issuer sources for FY2025 Q3. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q4. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2026 Q1. Verify first-public result publication date, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q2. Verify Total Debt. Do not research other fields.",0,2,14,P2_LATEST4Q,16,P2_LATEST4Q,CAPEX_FOR_FCF|FCF_DIRECT|FIRST_PUBLIC_PUBLISH_DATE|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,CYCN
"Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,3,P3_LATEST8Q,3,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,CYN
,0,1,0,NO_EXTERNAL_RESEARCH_NEEDED,1,P3_LATEST8Q,,0,NO,CYTK
"Research official issuer sources for FY2025 Q4. Verify lineage/source ownership evidence, official period_end, target collision evidence. Do not research other fields.",0,0,3,P3_LATEST8Q,3,P3_LATEST8Q,LINEAGE_OWNERSHIP_EVIDENCE|OFFICIAL_PERIOD_END|TARGET_COLLISION_EVIDENCE,0,YES,DAKT
,0,1,0,NO_EXTERNAL_RESEARCH_NEEDED,1,P3_LATEST8Q,,0,NO,DAL
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q4. Verify Total Debt. Do not research other fields.,0,0,3,P3_LATEST8Q,3,P3_LATEST8Q,TOTAL_DEBT,0,NO,DARE
Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,0,1,P3_LATEST8Q,1,P3_LATEST8Q,TOTAL_DEBT,0,NO,DASH
"Research official issuer sources for FY2024 Q2. Verify EBIT. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify EBIT, source semantics confirmation. Do not research other fields.",0,2,4,P3_LATEST8Q,6,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,DAVE
"Research official issuer sources for FY2024 Q4. Verify EBIT, FCF, OCF required to derive FCF, source semantics confirmation. Do not research other fields.",0,0,4,P3_LATEST8Q,4,P3_LATEST8Q,EBIT_DIRECT|FCF_DIRECT|OCF_FOR_FCF|SOURCE_SEMANTICS_CONFIRMATION,0,NO,DBGI
"Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify FCF, OCF required to derive FCF, Revenue, source semantics confirmation. Do not research other fields.",0,0,6,P3_LATEST8Q,6,P3_LATEST8Q,EBIT_DIRECT|FCF_DIRECT|OCF_FOR_FCF|REVENUE|SOURCE_SEMANTICS_CONFIRMATION,0,NO,DD
"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,4,P3_LATEST8Q,4,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,DDS
"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, missing quarter existence/source evidence, source semantics confirmation. Do not research other fields.",0,0,5,P3_LATEST8Q,5,P3_LATEST8Q,EBIT_DIRECT|MISSING_QUARTER_EXISTENCE|SOURCE_SEMANTICS_CONFIRMATION,0,YES,DE
"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",0,1,4,P3_LATEST8Q,5,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,DEA
"Research official issuer sources for FY2025 Q3. Verify Capex required to derive FCF, Cash, FCF, OCF required to derive FCF, Shares Outstanding, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Total Debt. Do not research other fields.",0,0,8,P2_LATEST4Q,8,P2_LATEST4Q,CAPEX_FOR_FCF|CASH|FCF_DIRECT|OCF_FOR_FCF|SHARES_OUTSTANDING|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,DEC
"Research official issuer sources for FY2024 Q2. Verify lineage/source ownership evidence, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q4. Verify EBIT, lineage/source ownership evidence, source semantics confirmation. Do not research other fields.",0,0,5,P3_LATEST8Q,5,P3_LATEST8Q,EBIT_DIRECT|LINEAGE_OWNERSHIP_EVIDENCE|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,YES,DECK
"Research official issuer sources for FY2024 Q1. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",0,1,6,P3_LATEST8Q,7,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,DEI
"Research official issuer sources for FY2024 Q4. Verify EBIT, lineage/source ownership evidence, source semantics confirmation, target collision evidence. Do not research other fields.",0,0,4,P3_LATEST8Q,4,P3_LATEST8Q,EBIT_DIRECT|LINEAGE_OWNERSHIP_EVIDENCE|SOURCE_SEMANTICS_CONFIRMATION|TARGET_COLLISION_EVIDENCE,0,YES,DELL
"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, FCF, source semantics confirmation. Do not research other fields.",0,2,9,P3_LATEST8Q,11,P3_LATEST8Q,CAPEX_FOR_FCF|FCF_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,DERM
"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",0,1,4,P3_LATEST8Q,5,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,DFH
"Research official issuer sources for FY2024 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify EBIT. Do not research other fields.",0,0,3,P3_LATEST8Q,3,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,DFIN
"Research official issuer sources for FY2025 Q2. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2025 Q3. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2024 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify first-public result publication date. Do not research other fields.",0,0,5,P2_LATEST4Q,5,P2_LATEST4Q,EBIT_DIRECT|FIRST_PUBLIC_PUBLISH_DATE|SOURCE_SEMANTICS_CONFIRMATION,0,NO,DGXX
"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, EBIT, FCF, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, EBIT, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify EBIT, source semantics confirmation. Do not research other fields.",0,2,13,P3_LATEST8Q,15,P3_LATEST8Q,CAPEX_FOR_FCF|EBIT_DIRECT|FCF_DIRECT|FIRST_PUBLIC_PUBLISH_DATE|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,DHC
"Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify EBIT, source semantics confirmation. Do not research other fields.",0,2,4,P3_LATEST8Q,6,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,DHI
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,1,2,P3_LATEST8Q,3,P3_LATEST8Q,TOTAL_DEBT,0,NO,DIBS
"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, missing quarter existence/source evidence, source semantics confirmation. Do not research other fields.",0,0,5,P3_LATEST8Q,5,P3_LATEST8Q,EBIT_DIRECT|MISSING_QUARTER_EXISTENCE|SOURCE_SEMANTICS_CONFIRMATION,0,YES,DIN
"Research official issuer sources for FY2024 Q2. Verify first-public result publication date, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify first-public result publication date. Do not research other fields.",0,0,3,P3_LATEST8Q,3,P3_LATEST8Q,FIRST_PUBLIC_PUBLISH_DATE|TOTAL_DEBT,0,NO,DJT
Research official issuer sources for FY2024 Q2. Verify Shares Outstanding. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Shares Outstanding. Do not research other fields.,0,1,2,P3_LATEST8Q,3,P3_LATEST8Q,SHARES_OUTSTANDING,0,NO,DKL
Research official issuer sources for FY2023 Q4. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q1. Verify Total Debt. Do not research other fields.,0,2,2,P3_LATEST8Q,4,P3_LATEST8Q,TOTAL_DEBT,0,NO,DKNG
"Research official issuer sources for FY2024 Q3. Verify missing quarter existence/source evidence, Total Debt. Do not research other fields.",0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,MISSING_QUARTER_EXISTENCE|TOTAL_DEBT,0,YES,DLB
"Research official issuer sources for FY2025 Q4. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2024 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,3,P2_LATEST4Q,3,P2_LATEST4Q,EBIT_DIRECT|FIRST_PUBLIC_PUBLISH_DATE|SOURCE_SEMANTICS_CONFIRMATION,0,NO,DLTH
Research official issuer sources for FY2024 Q1. Verify Revenue. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Revenue. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Revenue. Do not research other fields.,0,2,3,P3_LATEST8Q,5,P3_LATEST8Q,REVENUE,0,NO,DMAC
"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, EBIT, FCF, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, EBIT, FCF, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Revenue. Do not research other fields.",0,2,11,P3_LATEST8Q,13,P3_LATEST8Q,CAPEX_FOR_FCF|EBIT_DIRECT|FCF_DIRECT|REVENUE|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,DMLP
Research official issuer sources for FY2024 Q1. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,1,3,P3_LATEST8Q,4,P3_LATEST8Q,TOTAL_DEBT,0,NO,DMRC
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,2,2,P3_LATEST8Q,4,P3_LATEST8Q,TOTAL_DEBT,0,NO,DNA
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Cash. Do not research other fields.,0,2,3,P3_LATEST8Q,5,P3_LATEST8Q,CASH|TOTAL_DEBT,0,NO,DNLI
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,1,2,P3_LATEST8Q,3,P3_LATEST8Q,TOTAL_DEBT,0,NO,DNOW
"Research official issuer sources for FY2023 Q3. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2023 Q4. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.",0,2,12,P3_LATEST8Q,14,P3_LATEST8Q,CAPEX_FOR_FCF|FCF_DIRECT|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,DNTH
